"Data;Último;Var%";
"16.8.2001;13.509;-1,1%";
"16.8.2000;17.331;-2,33%";
"16.8.1999;10.119;-0,61%";
"16.8.1996;6.353;0,08%";
"16.8.1995;4.223;1,61%";
"16.7.2021;125.960;-1,18%";
"16.7.2020;100.553;-1,22%";
"16.7.2019;103.775;-0,03%";
"16.7.2018;76.653;0,08%";
"16.7.2015;53.070;0,32%";
"16.7.2014;55.717;-0,46%";
"16.7.2013;46.869;0,28%";
"16.7.2012;53.402;-1,71%";
"16.7.2010;62.339;-1,81%";
"16.7.2009;51.918;1,21%";
"16.7.2008;62.056;1,71%";
"16.7.2007;57.374;-0,47%";
"16.7.2004;22.447;1,73%";
"16.7.2003;13.487;-0,93%";
"16.7.2002;10.578;-0,52%";
"16.7.2001;13.811;-1,9%";
"16.7.1999;11.407;0,4%";
"16.7.1998;10.908;2,43%";
"16.7.1997;12.640;8,81%";
"16.7.1996;6.293;-2,18%";
"16.6.2023;118.758;-0,39%";
"16.6.2021;129.259;-0,64%";
"16.6.2020;93.531;1,25%";
"16.6.2017;61.626;-0,48%";
"16.6.2016;49.412;1,02%";
"16.6.2015;53.702;1,06%";
"16.6.2014;54.630;-0,32%";
"16.6.2011;60.881;-1,17%";
"16.6.2010;64.751;0,48%";
"16.6.2009;51.206;-1,59%";
"16.6.2008;67.285;0,12%";
"16.6.2006;34.399;4,43%";
"16.6.2005;25.751;1,06%";
"16.6.2004;20.460;2,06%";
"16.6.2003;13.833;0,72%";
"16.6.2000;16.425;-0,82%";
"16.6.1999;11.644;4,12%";
"16.6.1998;9.249;1,93%";
"16.6.1997;11.954;1,07%";
"16.6.1995;3.718;1,45%";
"16.5.2023;108.194;-0,77%";
"16.5.2022;108.233;1,22%";
"16.5.2019;90.024;-1,75%";
"16.5.2018;86.537;1,65%";
"16.5.2017;68.684;0,31%";
"16.5.2016;51.803;0%";
"16.5.2014;53.976;0,22%";
"16.5.2013;54.773;-0,3%";
"16.5.2012;55.888;-0,62%";
"16.5.2011;62.830;-0,64%";
"16.5.2008;72.767;1,78%";
"16.5.2007;51.738;2,41%";
"16.5.2006;39.416;0,37%";
"16.5.2005;24.378;2,06%";
"16.5.2003;13.225;0,72%";
"16.5.2002;12.660;2,51%";
"16.5.2001;14.714;3,43%";
"16.5.2000;15.360;2,02%";
"16.5.1997;10.499;1,4%";
"16.5.1996;5.476;0,62%";
"16.5.1995;3.835;-1,52%";
"16.4.2021;121.114;0,34%";
"16.4.2020;77.812;-1,29%";
"16.4.2019;94.333;1,34%";
"16.4.2018;82.862;-1,75%";
"16.4.2014;51.201;1,48%";
"16.4.2013;53.991;1,97%";
"16.4.2012;61.955;-0,24%";
"16.4.2010;69.421;-1,56%";
"16.4.2009;46.025;1,66%";
"16.4.2008;64.152;2,45%";
"16.4.2007;48.921;2,08%";
"16.4.2004;21.769;0,14%";
"16.4.2003;12.043;-0,52%";
"16.4.2002;13.623;1,12%";
"16.4.2001;14.445;-3,5%";
"16.4.1999;11.429;1,63%";
"16.4.1998;12.091;-1,69%";
"16.4.1997;9.566;0,8%";
"16.4.1996;4.989;-0,66%";
"16.3.2023;103.435;0,74%";
"16.3.2022;111.112;1,98%";
"16.3.2021;114.019;-0,72%";
"16.3.2020;71.168;-13,92%";
"16.3.2018;84.886;-0,05%";
"16.3.2017;65.783;-0,68%";
"16.3.2016;47.763;1,34%";
"16.3.2015;48.848;0,52%";
"16.3.2012;67.684;-0,1%";
"16.3.2011;66.003;-1,5%";
"16.3.2010;69.942;1,33%";
"16.3.2009;38.607;-1,05%";
"16.3.2007;42.730;-1,27%";
"16.3.2006;38.157;-0,23%";
"16.3.2005;27.827;0,87%";
"16.3.2004;21.613;1,78%";
"16.3.2001;15.237;1,17%";
"16.3.2000;17.642;1,5%";
"16.3.1999;10.658;2,34%";
"16.3.1998;11.601;0,3%";
"16.3.1995;3.142;6,91%";
"16.2.2023;109.941;0,31%";
"16.2.2022;115.181;0,31%";
"16.2.2018;84.525;0,28%";
"16.2.2017;67.814;-0,24%";
"16.2.2016;40.948;2,13%";
"16.2.2012;66.142;1,18%";
"16.2.2011;67.576;1,86%";
"16.2.2009;41.841;0,4%";
"16.2.2007;45.849;-0,23%";
"16.2.2006;38.256;2,73%";
"16.2.2005;26.384;-0,85%";
"16.2.2004;22.189;-1,51%";
"16.2.2001;16.259;-4%";
"16.2.2000;18.112;1,07%";
"16.2.1998;10.233;-1,52%";
"16.2.1996;5.173;-1,92%";
"16.2.1995;2.864;-6,68%";
"16.1.2023;109.213;-1,54%";
"16.1.2020;116.704;0,25%";
"16.1.2019;94.393;0,36%";
"16.1.2018;79.832;0,1%";
"16.1.2017;63.831;0,28%";
"16.1.2015;49.017;2,06%";
"16.1.2014;49.696;-0,82%";
"16.1.2013;61.787;0,1%";
"16.1.2012;59.956;1,37%";
"16.1.2009;39.342;0,49%";
"16.1.2008;58.777;-1,89%";
"16.1.2007;42.624;-0,69%";
"16.1.2006;36.534;1,77%";
"16.1.2004;23.155;0,84%";
"16.1.2003;11.952;-0,16%";
"16.1.2002;13.084;0,56%";
"16.1.2001;16.721;-1,43%";
"16.1.1998;9.448;3,37%";
"16.1.1997;7.656;-0,16%";
"16.1.1996;4.847;-0,98%";
"15.12.2023;130.197;-0,49%";
"15.12.2022;103.738;-0,01%";
"15.12.2021;107.431;0,63%";
"15.12.2020;116.149;1,34%";
"15.12.2017;72.608;0,25%";
"15.12.2016;58.396;0,32%";
"15.12.2015;44.872;0,28%";
"15.12.2014;47.019;-2,05%";
"15.12.2011;56.331;-0,56%";
"15.12.2010;67.870;-1,27%";
"15.12.2009;69.311;-0,05%";
"15.12.2008;38.320;-2,68%";
"15.12.2006;43.596;-0,36%";
"15.12.2005;33.193;-1,3%";
"15.12.2004;25.576;0,05%";
"15.12.2003;20.710;-1,26%";
"15.12.2000;14.988;-1,78%";
"15.12.1999;14.322;-2,2%";
"15.12.1998;6.934;5,32%";
"15.12.1997;9.551;4,42%";
"15.12.1995;4.159;-0,57%";
"15.10.2021;114.648;1,29%";
"15.10.2020;99.054;-0,28%";
"15.10.2019;104.490;0,18%";
"15.10.2018;83.360;0,53%";
"15.10.2015;47.161;0,97%";
"15.10.2014;56.135;-3,24%";
"15.10.2013;54.981;1,5%";
"15.10.2012;59.602;0,74%";
"15.10.2010;71.830;0,19%";
"15.10.2009;66.703;0,76%";
"15.10.2008;36.833;-11,39%";
"15.10.2007;62.969;0,82%";
"15.10.2004;23.368;1,78%";
"15.10.2003;17.942;-1,3%";
"15.10.2002;8.507;0,66%";
"15.10.2001;11.329;5,04%";
"15.10.1999;11.146;-1,62%";
"15.10.1998;6.874;6,66%";
"15.10.1997;12.830;-0,5%";
"15.10.1996;6.745;1,72%";
"15.9.2023;118.758;-0,53%";
"15.9.2022;109.954;-0,54%";
"15.9.2021;115.063;-0,96%";
"15.9.2020;100.298;0,02%";
"15.9.2017;75.757;1,47%";
"15.9.2016;57.909;1,49%";
"15.9.2015;47.364;0,17%";
"15.9.2014;57.949;1,79%";
"15.9.2011;56.381;0,17%";
"15.9.2010;68.107;0,61%";
"15.9.2009;59.264;0,67%";
"15.9.2008;48.416;-7,59%";
"15.9.2006;36.170;0,04%";
"15.9.2005;29.366;1,09%";
"15.9.2004;22.344;0,16%";
"15.9.2003;16.342;-0,48%";
"15.9.2000;16.563;-1,23%";
"15.9.1999;11.263;-1,71%";
"15.9.1998;6.905;18,68%";
"15.9.1997;10.865;-3,78%";
"15.9.1995;4.802;-0,17%";
"15.8.2023;116.171;-0,55%";
"15.8.2022;113.032;0,24%";
"15.8.2019;99.057;-1,2%";
"15.8.2018;77.078;-1,94%";
"15.8.2017;68.355;0,1%";
"15.8.2016;59.146;1,45%";
"15.8.2014;56.964;2,12%";
"15.8.2013;50.908;0,02%";
"15.8.2012;58.189;0,18%";
"15.8.2011;54.652;2,2%";
"15.8.2008;54.244;-1,62%";
"15.8.2007;49.285;-3,2%";
"15.8.2006;37.296;2,02%";
"15.8.2005;27.375;1,57%";
"15.8.2003;13.890;0,56%";
"15.8.2002;9.183;-1,71%";
"15.8.2001;13.659;-1,23%";
"15.8.2000;17.744;-0,38%";
"15.8.1997;11.335;-4,79%";
"15.8.1996;6.348;1,94%";
"15.8.1995;4.156;1,84%";
"15.7.2022;96.551;0,45%";
"15.7.2021;127.468;-0,73%";
"15.7.2020;101.791;1,35%";
"15.7.2019;103.803;-0,1%";
"15.7.2016;55.578;0,17%";
"15.7.2015;52.902;-0,63%";
"15.7.2014;55.974;0,41%";
"15.7.2013;46.739;2,65%";
"15.7.2011;59.478;-0,34%";
"15.7.2010;63.489;0,02%";
"15.7.2009;51.297;4,96%";
"15.7.2008;61.015;0,48%";
"15.7.2005;25.222;-2,69%";
"15.7.2004;22.065;1,81%";
"15.7.2003;13.614;0,19%";
"15.7.2002;10.633;-3,05%";
"15.7.1999;11.362;0,11%";
"15.7.1998;10.649;0,07%";
"15.7.1997;11.617;-8,51%";
"15.7.1996;6.433;-3,29%";
"15.6.2023;119.221;0,13%";
"15.6.2022;102.807;0,73%";
"15.6.2021;130.091;-0,09%";
"15.6.2020;92.376;-0,45%";
"15.6.2018;70.758;-0,93%";
"15.6.2016;48.915;0,55%";
"15.6.2015;53.138;-0,39%";
"15.6.2012;56.105;1,36%";
"15.6.2011;61.604;-0,97%";
"15.6.2010;64.442;1,43%";
"15.6.2009;52.034;-2,85%";
"15.6.2007;54.519;1,5%";
"15.6.2005;25.481;-1,02%";
"15.6.2004;20.047;2,87%";
"15.6.2001;14.985;-2,71%";
"15.6.2000;16.561;1,19%";
"15.6.1999;11.183;0,89%";
"15.6.1998;9.074;-5,33%";
"15.5.2023;109.029;0,52%";
"15.5.2020;77.557;-1,84%";
"15.5.2019;91.623;-0,51%";
"15.5.2018;85.130;-0,12%";
"15.5.2017;68.474;0,37%";
"15.5.2015;57.249;1,04%";
"15.5.2014;53.856;-1,02%";
"15.5.2013;54.936;0,49%";
"15.5.2012;56.238;-2,26%";
"15.5.2009;49.007;-0,89%";
"15.5.2008;71.492;2,09%";
"15.5.2007;50.518;0,01%";
"15.5.2006;39.271;-2,34%";
"15.5.2003;13.130;-2,44%";
"15.5.2002;12.350;1,2%";
"15.5.2001;14.226;0,66%";
"15.5.2000;15.056;4,13%";
"15.5.1998;10.906;1,6%";
"15.5.1997;10.354;0,69%";
"15.5.1996;5.442;0,26%";
"15.5.1995;3.894;-2,6%";
"15.4.2021;120.701;0,34%";
"15.4.2020;78.831;-1,36%";
"15.4.2019;93.083;0,22%";
"15.4.2016;53.228;1,56%";
"15.4.2014;50.454;-2,22%";
"15.4.2013;52.950;-3,66%";
"15.4.2011;66.684;0,61%";
"15.4.2010;70.524;-0,72%";
"15.4.2009;45.273;-0,32%";
"15.4.2008;62.618;0,75%";
"15.4.2005;24.656;-1,31%";
"15.4.2004;21.739;-2,57%";
"15.4.2003;12.106;1,95%";
"15.4.2002;13.472;-2,03%";
"15.4.1999;11.246;-0,53%";
"15.4.1998;12.299;0,24%";
"15.4.1997;9.490;0,36%";
"15.4.1996;5.022;0,12%";
"15.3.2023;102.675;-0,25%";
"15.3.2022;108.959;-0,88%";
"15.3.2021;114.851;0,61%";
"15.3.2019;99.137;0,54%";
"15.3.2018;84.928;-1,31%";
"15.3.2017;66.235;2,37%";
"15.3.2016;47.130;-3,55%";
"15.3.2013;56.869;-0,72%";
"15.3.2012;67.749;-0,74%";
"15.3.2011;67.005;-0,24%";
"15.3.2010;69.024;-0,46%";
"15.3.2007;43.278;-0,02%";
"15.3.2006;38.244;1,87%";
"15.3.2005;27.588;-1,82%";
"15.3.2004;21.234;-2,49%";
"15.3.2002;14.365;1,76%";
"15.3.2001;15.061;-1,21%";
"15.3.2000;17.382;0,93%";
"15.3.1999;10.414;8,77%";
"15.3.1996;4.852;0,23%";
"15.3.1995;2.939;-2,59%";
"15.2.2023;109.600;1,62%";
"15.2.2022;114.828;0,82%";
"15.2.2019;97.526;-0,5%";
"15.2.2018;84.291;0,9%";
"15.2.2017;67.976;1,89%";
"15.2.2016;40.093;0,72%";
"15.2.2013;57.903;-0,3%";
"15.2.2012;65.368;0,51%";
"15.2.2011;66.341;-0,33%";
"15.2.2008;61.272;-0,88%";
"15.2.2007;45.955;-0,09%";
"15.2.2006;37.239;1,67%";
"15.2.2005;26.610;0,29%";
"15.2.2002;13.230;-0,11%";
"15.2.2001;16.937;-1,07%";
"15.2.2000;17.921;0,57%";
"15.2.1996;5.274;-1,07%";
"15.2.1995;3.069;-3,85%";
"15.1.2021;120.349;-2,54%";
"15.1.2020;116.414;-1,04%";
"15.1.2019;94.056;-0,44%";
"15.1.2018;79.752;0,51%";
"15.1.2016;38.569;-2,36%";
"15.1.2015;48.026;0,8%";
"15.1.2014;50.105;0,81%";
"15.1.2013;61.728;-0,57%";
"15.1.2010;68.978;-1,18%";
"15.1.2009;39.151;3,08%";
"15.1.2008;59.907;-3,67%";
"15.1.2007;42.919;-0,41%";
"15.1.2004;22.962;-1,87%";
"15.1.2003;11.971;-1,68%";
"15.1.2002;13.011;-0,85%";
"15.1.2001;16.963;0,67%";
"15.1.1999;6.747;33,42%";
"15.1.1998;9.140;-2,24%";
"15.1.1997;7.668;0,62%";
"15.1.1996;4.895;0,99%";
"14.12.2023;130.842;1,06%";
"14.12.2022;103.746;0,2%";
"14.12.2021;106.760;-0,58%";
"14.12.2020;114.611;-0,45%";
"14.12.2018;87.450;-0,44%";
"14.12.2017;72.429;-0,67%";
"14.12.2016;58.212;-1,8%";
"14.12.2015;44.747;-1,14%";
"14.12.2012;59.605;0,49%";
"14.12.2011;56.647;-1,47%";
"14.12.2010;68.743;-0,55%";
"14.12.2009;69.349;0,12%";
"14.12.2007;62.445;-0,66%";
"14.12.2006;43.755;1,09%";
"14.12.2005;33.629;0,63%";
"14.12.2004;25.563;1,34%";
"14.12.2001;12.959;-1,44%";
"14.12.2000;15.259;-0,21%";
"14.12.1999;14.644;-1,13%";
"14.12.1998;6.584;-8,49%";
"14.12.1995;4.183;-4,28%";
"14.11.2023;123.166;2,29%";
"14.11.2022;113.161;0,81%";
"14.11.2019;106.557;0,47%";
"14.11.2018;85.973;1,25%";
"14.11.2017;70.827;-2,27%";
"14.11.2016;59.657;0,8%";
"14.11.2014;51.772;-0,14%";
"14.11.2013;53.452;2,34%";
"14.11.2012;56.279;-2,1%";
"14.11.2011;58.258;-0,49%";
"14.11.2008;35.789;-0,57%";
"14.11.2007;64.631;2,71%";
"14.11.2006;41.291;1,69%";
"14.11.2005;30.219;-0,96%";
"14.11.2003;18.986;1,23%";
"14.11.2002;9.884;1,23%";
"14.11.2001;12.826;-0,71%";
"14.11.2000;14.540;1,17%";
"14.11.1997;8.731;8,16%";
"14.11.1996;6.523;-0,73%";
"14.11.1995;3.797;0,26%";
"14.10.2022;112.072;-1,95%";
"14.10.2021;113.185;-0,24%";
"14.10.2020;99.334;0,84%";
"14.10.2019;104.302;0,45%";
"14.10.2016;61.767;1,06%";
"14.10.2015;46.710;-1,38%";
"14.10.2014;58.015;0,1%";
"14.10.2013;54.171;1,92%";
"14.10.2011;55.030;0,79%";
"14.10.2010;71.692;0,02%";
"14.10.2009;66.201;2,41%";
"14.10.2008;41.569;1,81%";
"14.10.2005;29.770;-0,37%";
"14.10.2004;22.959;-1,42%";
"14.10.2003;18.178;0,64%";
"14.10.2002;8.451;-4,56%";
"14.10.1999;11.330;0,28%";
"14.10.1998;6.445;-2,61%";
"14.10.1997;12.895;1,55%";
"14.10.1996;6.631;0,33%";
"14.9.2023;119.392;1,03%";
"14.9.2022;110.547;-0,22%";
"14.9.2021;116.181;-0,19%";
"14.9.2020;100.275;1,94%";
"14.9.2018;75.429;0,99%";
"14.9.2017;74.657;-0,18%";
"14.9.2016;57.059;0,42%";
"14.9.2015;47.282;1,9%";
"14.9.2012;62.105;0,24%";
"14.9.2011;56.286;1,34%";
"14.9.2010;67.692;-0,5%";
"14.9.2009;58.868;0,86%";
"14.9.2007;54.671;-0,43%";
"14.9.2006;36.154;-1,08%";
"14.9.2005;29.050;0,61%";
"14.9.2004;22.309;2,29%";
"14.9.2001;10.034;-2,64%";
"14.9.2000;16.769;-1,35%";
"14.9.1999;11.459;-0,17%";
"14.9.1998;5.818;7,78%";
"14.9.1995;4.810;1,54%";
"14.8.2023;116.810;-1,06%";
"14.8.2020;101.353;0,89%";
"14.8.2019;100.258;-2,94%";
"14.8.2018;78.602;1,43%";
"14.8.2017;68.285;1,37%";
"14.8.2015;47.508;-1,05%";
"14.8.2014;55.780;0,36%";
"14.8.2013;50.896;0,58%";
"14.8.2012;58.083;-1,76%";
"14.8.2009;56.638;-0,72%";
"14.8.2008;55.138;1,04%";
"14.8.2007;50.912;-2,9%";
"14.8.2006;36.557;-1,05%";
"14.8.2003;13.812;0,95%";
"14.8.2002;9.343;-1,07%";
"14.8.2001;13.829;0,42%";
"14.8.2000;17.811;2,39%";
"14.8.1998;8.744;0,38%";
"14.8.1997;11.905;0,46%";
"14.8.1996;6.227;-0,02%";
"14.8.1995;4.081;-2,67%";
"14.7.2023;117.711;-1,3%";
"14.7.2022;96.121;-1,8%";
"14.7.2021;128.407;0,19%";
"14.7.2020;100.440;1,77%";
"14.7.2017;65.436;0,4%";
"14.7.2016;55.481;1,62%";
"14.7.2015;53.239;0,23%";
"14.7.2014;55.744;1,75%";
"14.7.2011;59.679;-1,63%";
"14.7.2010;63.479;-0,33%";
"14.7.2009;48.873;-0,64%";
"14.7.2008;60.721;0,95%";
"14.7.2006;35.350;-0,01%";
"14.7.2005;25.920;0,25%";
"14.7.2004;21.673;-0,02%";
"14.7.2003;13.588;2%";
"14.7.2000;16.881;2,66%";
"14.7.1999;11.349;0,41%";
"14.7.1998;10.642;2,13%";
"14.7.1997;12.698;-3,46%";
"14.7.1995;4.027;0,47%";
"14.6.2023;119.069;1,99%";
"14.6.2022;102.063;-0,52%";
"14.6.2021;130.208;0,59%";
"14.6.2019;98.040;-0,74%";
"14.6.2018;71.421;-0,97%";
"14.6.2017;61.923;0,15%";
"14.6.2016;48.648;-2,04%";
"14.6.2013;49.332;-2,15%";
"14.6.2012;55.352;-0,54%";
"14.6.2011;62.205;0,29%";
"14.6.2010;63.533;-0,11%";
"14.6.2007;53.713;1,36%";
"14.6.2006;32.941;0,28%";
"14.6.2005;25.744;3,38%";
"14.6.2004;19.488;-1,74%";
"14.6.2002;11.699;-2,2%";
"14.6.2000;16.366;0,07%";
"14.6.1999;11.084;-0,19%";
"14.6.1996;5.635;2,38%";
"14.6.1995;3.665;-3,27%";
"14.5.2021;121.881;0,97%";
"14.5.2020;79.011;1,59%";
"14.5.2019;92.092;0,4%";
"14.5.2018;85.232;0,01%";
"14.5.2015;56.657;0,51%";
"14.5.2014;54.413;0,94%";
"14.5.2013;54.667;0,4%";
"14.5.2012;57.540;-3,2%";
"14.5.2010;63.412;-2,12%";
"14.5.2009;49.446;1,58%";
"14.5.2008;70.027;-0,68%";
"14.5.2007;50.511;-0,77%";
"14.5.2004;18.611;1,14%";
"14.5.2003;13.459;0,28%";
"14.5.2002;12.204;1,68%";
"14.5.2001;14.133;-2,48%";
"14.5.1999;12.335;-1%";
"14.5.1998;10.734;-0,42%";
"14.5.1997;10.283;-3,43%";
"14.5.1996;5.428;-0,95%";
"14.4.2023;106.279;-0,17%";
"14.4.2022;116.182;-0,51%";
"14.4.2021;120.295;0,84%";
"14.4.2020;79.918;1,37%";
"14.4.2016;52.411;-1,39%";
"14.4.2014;51.597;-0,52%";
"14.4.2011;66.279;-0,31%";
"14.4.2010;71.035;0,34%";
"14.4.2009;45.418;-1,25%";
"14.4.2008;62.153;-0,69%";
"14.4.2005;24.984;-4,15%";
"14.4.2004;22.312;-1,36%";
"14.4.2003;11.874;1,32%";
"14.4.2000;14.794;-4,56%";
"14.4.1999;11.306;0,79%";
"14.4.1998;12.270;1,23%";
"14.4.1997;9.456;-0,65%";
"14.3.2023;102.932;-0,18%";
"14.3.2022;109.928;-1,6%";
"14.3.2019;98.605;-0,3%";
"14.3.2018;86.051;-0,39%";
"14.3.2017;64.699;-1,27%";
"14.3.2016;48.867;-1,56%";
"14.3.2014;44.966;-1,05%";
"14.3.2013;57.281;-0,18%";
"14.3.2012;68.257;-0,2%";
"14.3.2011;67.169;0,73%";
"14.3.2008;61.991;-0,46%";
"14.3.2007;43.288;1,26%";
"14.3.2006;37.541;2,03%";
"14.3.2005;28.099;0,09%";
"14.3.2003;10.817;0,32%";
"14.3.2002;14.117;-0,89%";
"14.3.2001;15.245;-2,18%";
"14.3.2000;17.222;-2,12%";
"14.3.1997;9.499;1,99%";
"14.3.1996;4.841;0,73%";
"14.3.1995;3.017;12,95%";
"14.2.2023;107.849;-0,91%";
"14.2.2022;113.899;0,29%";
"14.2.2020;114.381;-1,11%";
"14.2.2019;98.015;2,27%";
"14.2.2018;83.543;3,27%";
"14.2.2017;66.713;-0,38%";
"14.2.2014;48.201;0,81%";
"14.2.2013;58.077;-0,56%";
"14.2.2012;65.039;-0,99%";
"14.2.2011;66.558;1,22%";
"14.2.2008;61.819;-1,23%";
"14.2.2007;45.996;1,77%";
"14.2.2006;36.627;1,42%";
"14.2.2005;26.532;-0,52%";
"14.2.2003;10.081;-0,27%";
"14.2.2002;13.245;2,19%";
"14.2.2001;17.120;0,14%";
"14.2.2000;17.819;-1,46%";
"14.2.1997;8.700;-0,74%";
"14.2.1996;5.331;-1,02%";
"14.2.1995;3.192;-3,13%";
"14.1.2022;106.928;1,32%";
"14.1.2021;123.481;1,27%";
"14.1.2020;117.632;0,26%";
"14.1.2019;94.474;0,87%";
"14.1.2016;39.500;1,43%";
"14.1.2015;47.646;-0,82%";
"14.1.2014;49.703;0,56%";
"14.1.2013;62.081;0,95%";
"14.1.2011;70.940;0,31%";
"14.1.2010;69.801;-0,83%";
"14.1.2009;37.982;-3,95%";
"14.1.2008;62.188;0,4%";
"14.1.2005;24.924;0,48%";
"14.1.2004;23.399;-2,26%";
"14.1.2003;12.175;0,54%";
"14.1.2002;13.122;-3,42%";
"14.1.2000;17.658;2,08%";
"14.1.1999;5.057;-9,97%";
"14.1.1998;9.349;-0,7%";
"14.1.1997;7.621;2,82%";
"13.12.2023;129.465;2,42%";
"13.12.2022;103.540;-1,71%";
"13.12.2021;107.383;-0,35%";
"13.12.2019;112.565;0,33%";
"13.12.2018;87.838;0,99%";
"13.12.2017;72.914;-1,22%";
"13.12.2016;59.281;0,17%";
"13.12.2013;50.051;-0,14%";
"13.12.2012;59.317;-0,26%";
"13.12.2011;57.495;0,26%";
"13.12.2010;69.126;1,15%";
"13.12.2007;62.861;-2,91%";
"13.12.2006;43.285;0,62%";
"13.12.2005;33.420;1,36%";
"13.12.2004;25.225;1,17%";
"13.12.2002;10.564;-0,22%";
"13.12.2001;13.148;-3,06%";
"13.12.2000;15.291;2,58%";
"13.12.1999;14.812;0,19%";
"13.12.1996;6.680;0,33%";
"13.12.1995;4.370;0,09%";
"13.11.2023;120.410;-0,13%";
"13.11.2020;104.723;2,16%";
"13.11.2019;106.060;-0,65%";
"13.11.2018;84.914;-0,71%";
"13.11.2017;72.475;0,43%";
"13.11.2015;46.517;-0,78%";
"13.11.2014;51.846;-2,14%";
"13.11.2013;52.230;0,82%";
"13.11.2012;57.486;0,74%";
"13.11.2009;65.326;1,36%";
"13.11.2008;35.993;4,71%";
"13.11.2007;62.927;2,28%";
"13.11.2006;40.606;-0,28%";
"13.11.2003;18.755;-0,21%";
"13.11.2002;9.764;0,44%";
"13.11.2001;12.918;2,79%";
"13.11.2000;14.372;-1,74%";
"13.11.1998;7.615;1,93%";
"13.11.1997;8.072;3,2%";
"13.11.1996;6.571;0,74%";
"13.11.1995;3.787;-4,32%";
"13.10.2023;115.754;-1,11%";
"13.10.2022;114.300;-0,46%";
"13.10.2021;113.456;1,14%";
"13.10.2020;98.503;1,05%";
"13.10.2017;76.990;0,43%";
"13.10.2016;61.119;0,16%";
"13.10.2015;47.363;-4%";
"13.10.2014;57.957;4,78%";
"13.10.2011;54.601;1,42%";
"13.10.2010;71.675;1,03%";
"13.10.2009;64.646;0,9%";
"13.10.2008;40.829;14,66%";
"13.10.2006;38.850;1,38%";
"13.10.2005;29.880;-2,4%";
"13.10.2004;23.289;-2,78%";
"13.10.2003;18.062;2,18%";
"13.10.2000;15.385;-0,91%";
"13.10.1999;11.298;-1,57%";
"13.10.1998;6.618;1,38%";
"13.10.1997;12.698;-0,31%";
"13.10.1995;4.514;0,29%";
"13.9.2023;118.176;0,18%";
"13.9.2022;110.794;-2,3%";
"13.9.2021;116.404;1,85%";
"13.9.2019;103.501;-0,83%";
"13.9.2018;74.687;-0,58%";
"13.9.2017;74.788;0,33%";
"13.9.2016;56.821;-3,01%";
"13.9.2013;53.798;0,92%";
"13.9.2012;61.958;3,4%";
"13.9.2011;55.544;-0,25%";
"13.9.2010;68.031;1,83%";
"13.9.2007;54.908;1,9%";
"13.9.2006;36.550;1,11%";
"13.9.2005;28.873;-0,73%";
"13.9.2004;21.809;-0,72%";
"13.9.2002;10.181;0,08%";
"13.9.2001;10.306;-7,27%";
"13.9.2000;16.999;0,69%";
"13.9.1999;11.478;1,01%";
"13.9.1996;6.464;1,14%";
"13.9.1995;4.737;0,7%";
"13.8.2021;121.194;0,41%";
"13.8.2020;100.461;-1,62%";
"13.8.2019;103.299;1,36%";
"13.8.2018;77.496;1,28%";
"13.8.2015;48.010;-0,78%";
"13.8.2014;55.581;-1,53%";
"13.8.2013;50.601;0,6%";
"13.8.2012;59.123;-0,27%";
"13.8.2010;66.264;0,45%";
"13.8.2009;57.048;0,81%";
"13.8.2008;54.573;0,13%";
"13.8.2007;52.434;-0,39%";
"13.8.2004;21.401;-0,78%";
"13.8.2003;13.682;0,59%";
"13.8.2002;9.444;-2,88%";
"13.8.2001;13.771;-1,03%";
"13.8.1999;10.181;1,35%";
"13.8.1998;8.711;3,49%";
"13.8.1997;11.851;0,35%";
"13.8.1996;6.228;-1,21%";
"13.7.2023;119.264;1,36%";
"13.7.2022;97.881;-0,4%";
"13.7.2021;128.168;0,45%";
"13.7.2020;98.697;-1,33%";
"13.7.2018;76.594;0,97%";
"13.7.2017;65.178;0,53%";
"13.7.2016;54.598;0,63%";
"13.7.2015;53.119;1%";
"13.7.2012;54.331;1,7%";
"13.7.2011;60.670;1,62%";
"13.7.2010;63.686;1,15%";
"13.7.2009;49.187;-0,07%";
"13.7.2007;57.644;0,05%";
"13.7.2006;35.354;-2,42%";
"13.7.2005;25.856;1,25%";
"13.7.2004;21.677;0,67%";
"13.7.2001;14.078;1,19%";
"13.7.2000;16.444;-3,57%";
"13.7.1999;11.303;0,27%";
"13.7.1998;10.420;0,9%";
"13.7.1995;4.008;-0,45%";
"13.6.2023;116.743;-0,51%";
"13.6.2022;102.598;-2,73%";
"13.6.2019;98.774;0,46%";
"13.6.2018;72.122;-0,87%";
"13.6.2017;61.829;0,21%";
"13.6.2016;49.661;0,48%";
"13.6.2014;54.807;-0,54%";
"13.6.2013;50.415;2,51%";
"13.6.2012;55.651;1,09%";
"13.6.2011;62.023;-1,08%";
"13.6.2008;67.204;-0,17%";
"13.6.2007;52.994;2,31%";
"13.6.2006;32.848;-2,11%";
"13.6.2005;24.902;-0,2%";
"13.6.2003;13.734;-1,78%";
"13.6.2002;11.962;-1,41%";
"13.6.2001;15.403;1,52%";
"13.6.2000;16.354;1,6%";
"13.6.1997;11.828;-0,2%";
"13.6.1996;5.504;-0,51%";
"13.6.1995;3.789;2,27%";
"13.5.2022;106.924;1,17%";
"13.5.2021;120.706;0,83%";
"13.5.2020;77.772;-0,13%";
"13.5.2019;91.727;-2,69%";
"13.5.2016;51.804;-2,7%";
"13.5.2015;56.372;-0,74%";
