"Data;Último;Var%";
"24.5.2006;35.792;-0,88%";
"24.5.2005;24.545;1,36%";
"24.5.2004;18.669;2,1%";
"24.5.2002;12.574;0,14%";
"24.5.2001;14.523;-1,15%";
"24.5.2000;14.166;4,26%";
"24.5.1999;11.155;-4,89%";
"24.5.1996;5.601;1,27%";
"24.5.1995;4.100;1,26%";
"24.4.2023;103.947;-0,4%";
"24.4.2020;75.331;-5,45%";
"24.4.2019;95.045;-0,92%";
"24.4.2018;85.469;-0,16%";
"24.4.2017;64.389;0,98%";
"24.4.2015;56.594;1,63%";
"24.4.2014;51.817;0,48%";
"24.4.2013;54.984;0,18%";
"24.4.2012;61.971;0,7%";
"24.4.2009;46.772;2,12%";
"24.4.2008;64.576;-0,57%";
"24.4.2007;49.071;-0,19%";
"24.4.2006;39.751;-0,06%";
"24.4.2003;12.120;-2,21%";
"24.4.2002;13.381;1,46%";
"24.4.2001;14.068;1,26%";
"24.4.2000;14.794;-2,69%";
"24.4.1998;11.728;1,35%";
"24.4.1997;9.709;0,78%";
"24.4.1996;5.047;-0,3%";
"24.4.1995;3.513;3,81%";
"24.3.2023;98.829;0,92%";
"24.3.2022;119.053;1,36%";
"24.3.2021;112.064;-1,06%";
"24.3.2020;69.729;9,69%";
"24.3.2017;63.854;0,51%";
"24.3.2016;49.657;-0,07%";
"24.3.2015;51.506;-0,77%";
"24.3.2014;47.993;1,29%";
"24.3.2011;67.533;-0,39%";
"24.3.2010;68.913;-0,68%";
"24.3.2009;41.476;-2,27%";
"24.3.2008;59.813;1,4%";
"24.3.2006;37.577;0,27%";
"24.3.2005;26.702;1,73%";
"24.3.2004;20.985;-1,04%";
"24.3.2003;11.053;-2,85%";
"24.3.2000;18.675;1,88%";
"24.3.1999;10.429;0,12%";
"24.3.1998;11.905;-1,1%";
"24.3.1997;9.328;0,28%";
"24.3.1995;3.361;6,83%";
"24.2.2023;105.798;-1,67%";
"24.2.2022;111.592;-0,37%";
"24.2.2021;115.668;0,38%";
"24.2.2017;66.662;-1,18%";
"24.2.2016;42.085;-1,03%";
"24.2.2015;51.874;1,16%";
"24.2.2014;47.394;0,03%";
"24.2.2012;65.943;0,19%";
"24.2.2011;66.949;0,06%";
"24.2.2010;65.795;-0,47%";
"24.2.2006;38.610;0,53%";
"24.2.2005;28.436;4,55%";
"24.2.2003;10.254;-0,75%";
"24.2.2000;17.776;-0,32%";
"24.2.1999;8.953;0,11%";
"24.2.1997;8.959;2,74%";
"24.2.1995;3.271;1,68%";
"24.1.2023;113.028;1,16%";
"24.1.2022;107.937;-0,92%";
"24.1.2020;118.376;-0,96%";
"24.1.2019;97.677;1,16%";
"24.1.2018;83.680;3,72%";
"24.1.2017;65.840;0,14%";
"24.1.2014;47.787;-1,11%";
"24.1.2013;61.170;-1,28%";
"24.1.2012;62.486;0,16%";
"24.1.2011;69.427;0,43%";
"24.1.2008;57.463;5,95%";
"24.1.2007;44.687;1,15%";
"24.1.2006;37.400;2,1%";
"24.1.2005;24.198;1,6%";
"24.1.2003;10.784;-3,39%";
"24.1.2002;13.162;-0,53%";
"24.1.2001;17.772;-0,34%";
"24.1.2000;16.972;-0,36%";
"24.1.1997;7.760;-1,66%";
"24.1.1996;4.945;-0,8%";
"24.1.1995;3.840;2,18%";
"23.12.2022;109.698;2%";
"23.12.2021;104.891;-0,34%";
"23.12.2020;117.807;1%";
"23.12.2019;115.863;0,64%";
"23.12.2016;57.937;1,19%";
"23.12.2015;44.015;1,25%";
"23.12.2014;50.890;1,53%";
"23.12.2013;51.356;0,33%";
"23.12.2011;57.701;0,62%";
"23.12.2010;68.486;0,02%";
"23.12.2009;67.589;0,25%";
"23.12.2008;36.471;-3,05%";
"23.12.2005;33.331;-0,54%";
"23.12.2004;25.878;0,6%";
"23.12.2003;21.688;0,27%";
"23.12.2002;11.470;-0,17%";
"23.12.1999;15.953;0,23%";
"23.12.1998;7.176;0,86%";
"23.12.1997;9.554;0,63%";
"23.12.1996;6.913;-0,42%";
"23.11.2023;126.576;0,43%";
"23.11.2022;108.841;-0,18%";
"23.11.2021;103.654;1,5%";
"23.11.2020;107.379;1,26%";
"23.11.2018;86.230;-1,43%";
"23.11.2017;74.487;-0,04%";
"23.11.2016;61.986;0,05%";
"23.11.2015;48.150;0,02%";
"23.11.2012;57.574;2,01%";
"23.11.2011;54.972;-1,62%";
"23.11.2010;67.953;-2,41%";
"23.11.2009;66.809;0,73%";
"23.11.2007;60.971;0,52%";
"23.11.2006;42.070;0,37%";
"23.11.2005;31.943;1,44%";
"23.11.2004;24.340;-0,43%";
"23.11.2001;13.424;3,11%";
"23.11.2000;14.314;-1,8%";
"23.11.1999;13.565;0,96%";
"23.11.1998;8.636;1,23%";
"23.11.1995;4.191;2,07%";
"23.10.2023;112.785;-0,33%";
"23.10.2020;101.260;-0,65%";
"23.10.2019;107.544;0,15%";
"23.10.2018;85.300;-0,35%";
"23.10.2017;75.413;-1,28%";
"23.10.2015;47.597;-0,37%";
"23.10.2014;50.713;-3,24%";
"23.10.2013;55.440;-1,81%";
"23.10.2012;57.690;-1,72%";
"23.10.2009;65.059;-1,63%";
"23.10.2008;33.818;-3,57%";
"23.10.2007;62.697;2,42%";
"23.10.2006;39.227;1,51%";
"23.10.2003;17.690;-2,99%";
"23.10.2002;9.840;5,45%";
"23.10.2001;11.613;-0,74%";
"23.10.2000;13.990;-3,71%";
"23.10.1998;7.272;-4,35%";
"23.10.1997;11.899;-8,16%";
"23.10.1996;6.649;-0,4%";
"23.10.1995;4.564;-2,25%";
"23.9.2022;111.716;-2,06%";
"23.9.2021;114.064;1,59%";
"23.9.2020;95.735;-1,6%";
"23.9.2019;104.638;-0,17%";
"23.9.2016;58.697;-0,5%";
"23.9.2015;45.340;-2%";
"23.9.2014;56.540;-0,49%";
"23.9.2013;54.602;0,91%";
"23.9.2011;53.230;-0,09%";
"23.9.2010;68.794;0,69%";
"23.9.2009;60.496;-1,62%";
"23.9.2008;49.593;-3,78%";
"23.9.2005;31.294;2,01%";
"23.9.2004;22.944;0,86%";
"23.9.2003;16.444;-0,25%";
"23.9.2002;9.264;-3,35%";
"23.9.1999;11.385;-1,27%";
"23.9.1998;7.280;10,98%";
"23.9.1997;11.516;-1,56%";
"23.9.1996;6.552;-0,55%";
"23.8.2023;118.135;1,7%";
"23.8.2022;112.857;2,13%";
"23.8.2021;117.472;-0,49%";
"23.8.2019;97.667;-2,34%";
"23.8.2018;75.634;-1,65%";
"23.8.2017;70.478;0,67%";
"23.8.2016;58.020;0,41%";
"23.8.2013;52.197;1,55%";
"23.8.2012;58.512;-1,46%";
"23.8.2011;53.787;2,57%";
"23.8.2010;65.982;-1,04%";
"23.8.2007;51.848;0,2%";
"23.8.2006;35.512;-3,18%";
"23.8.2005;26.769;-1,8%";
"23.8.2004;22.852;-1,48%";
"23.8.2002;9.676;-0,28%";
"23.8.2001;12.751;-1,55%";
"23.8.2000;17.450;1,31%";
"23.8.1999;10.181;0,37%";
"23.8.1996;6.203;-0,74%";
"23.8.1995;4.471;3,83%";
"23.7.2021;125.053;-0,87%";
"23.7.2020;102.293;-1,91%";
"23.7.2019;103.704;-0,24%";
"23.7.2018;77.996;-0,73%";
"23.7.2015;49.807;-2,18%";
"23.7.2014;57.420;-0,97%";
"23.7.2013;48.820;0,51%";
"23.7.2012;53.034;-2,14%";
"23.7.2010;66.323;0,87%";
"23.7.2009;54.249;2,22%";
"23.7.2008;59.421;-0,38%";
"23.7.2007;58.037;1,03%";
"23.7.2004;21.591;-0,64%";
"23.7.2003;13.799;-0,26%";
"23.7.2002;9.746;-1,48%";
"23.7.2001;14.068;-0,17%";
"23.7.1999;10.989;-2,22%";
"23.7.1998;10.640;-2,49%";
"23.7.1997;12.427;1,57%";
"23.7.1996;6.223;-1,21%";
"23.6.2023;118.977;0,04%";
"23.6.2022;98.080;-1,45%";
"23.6.2021;128.428;-0,26%";
"23.6.2020;95.975;0,67%";
"23.6.2017;61.087;-0,3%";
"23.6.2016;51.560;2,8%";
"23.6.2015;53.772;-0,17%";
"23.6.2014;54.210;-0,78%";
"23.6.2010;65.160;0,54%";
"23.6.2009;49.814;0,64%";
"23.6.2008;64.640;0,04%";
"23.6.2006;34.661;1%";
"23.6.2005;24.816;-3,36%";
"23.6.2004;20.836;3,15%";
"23.6.2003;12.991;-1,07%";
"23.6.2000;16.977;-1,61%";
"23.6.1999;11.792;-1,52%";
"23.6.1998;9.937;3,3%";
"23.6.1997;12.239;0,97%";
"23.6.1995;3.586;-0,36%";
"23.5.2023;109.929;-0,26%";
"23.5.2022;110.346;1,71%";
"23.5.2019;93.910;-0,48%";
"23.5.2018;80.867;-2,26%";
"23.5.2017;62.662;1,6%";
"23.5.2016;49.330;-0,79%";
"23.5.2014;52.626;-0,34%";
"23.5.2013;56.350;-0,14%";
"23.5.2012;54.619;-0,76%";
"23.5.2011;62.345;-0,4%";
"23.5.2008;71.452;-1,17%";
"23.5.2007;51.812;-0,76%";
"23.5.2006;36.110;-1,06%";
"23.5.2005;24.215;-1,25%";
"23.5.2003;13.143;0,32%";
"23.5.2002;12.556;1,52%";
"23.5.2001;14.692;-0,92%";
"23.5.2000;13.587;-2,19%";
"23.5.1997;10.764;0,18%";
"23.5.1996;5.531;-2,66%";
"23.5.1995;4.049;0,37%";
"23.4.2021;120.530;0,97%";
"23.4.2020;79.673;-1,26%";
"23.4.2019;95.923;1,41%";
"23.4.2018;85.602;0,06%";
"23.4.2015;55.685;1,96%";
"23.4.2014;51.570;-0,78%";
"23.4.2013;54.885;1,08%";
"23.4.2012;61.539;-1,53%";
"23.4.2010;69.509;0,18%";
"23.4.2009;45.801;2,03%";
"23.4.2008;64.948;-0,71%";
"23.4.2007;49.162;-0,5%";
"23.4.2004;21.590;2,12%";
"23.4.2003;12.394;-0,47%";
"23.4.2002;13.188;-0,27%";
"23.4.2001;13.893;1,44%";
"23.4.1999;11.032;-0,47%";
"23.4.1998;11.572;-1,12%";
"23.4.1997;9.634;1,69%";
"23.4.1996;5.062;-0,35%";
"23.3.2023;97.926;-2,29%";
"23.3.2022;117.457;0,16%";
"23.3.2021;113.262;-1,49%";
"23.3.2020;63.570;-5,22%";
"23.3.2018;84.377;-0,46%";
"23.3.2017;63.531;0,02%";
"23.3.2016;49.690;-2,59%";
"23.3.2015;51.908;-0,11%";
"23.3.2012;65.813;-0,02%";
"23.3.2011;67.796;0,32%";
"23.3.2010;69.387;0,5%";
"23.3.2009;42.439;5,9%";
"23.3.2007;45.533;0,24%";
"23.3.2006;37.474;-1%";
"23.3.2005;26.248;-1,39%";
"23.3.2004;21.205;-2,11%";
"23.3.2001;14.435;2,62%";
"23.3.2000;18.331;0,09%";
"23.3.1999;10.417;-1,04%";
"23.3.1998;12.038;1%";
"23.3.1995;3.146;4,73%";
"23.2.2023;107.593;0,41%";
"23.2.2022;112.008;-0,78%";
"23.2.2021;115.227;2,27%";
"23.2.2018;87.293;0,7%";
"23.2.2017;67.461;-1,65%";
"23.2.2016;42.521;-1,65%";
"23.2.2015;51.281;0,08%";
"23.2.2012;65.820;-0,41%";
"23.2.2011;66.910;0,71%";
"23.2.2010;66.108;-1,6%";
"23.2.2007;46.016;-0,94%";
"23.2.2006;38.405;0,42%";
"23.2.2005;27.198;1,71%";
"23.2.2001;16.158;1,56%";
"23.2.2000;17.833;1,97%";
"23.2.1999;8.943;-1,45%";
"23.2.1996;5.274;0,69%";
"23.2.1995;3.217;12,01%";
"23.1.2023;111.737;-0,27%";
"23.1.2020;119.528;0,96%";
"23.1.2019;96.558;1,53%";
"23.1.2018;80.678;-1,22%";
"23.1.2017;65.749;1,9%";
"23.1.2015;48.775;-1,35%";
"23.1.2014;48.321;-1,99%";
"23.1.2013;61.966;0,44%";
"23.1.2012;62.386;0,12%";
"23.1.2009;38.132;0,63%";
"23.1.2008;54.235;-3,32%";
"23.1.2007;44.177;1,43%";
"23.1.2006;36.632;-0,17%";
"23.1.2004;23.471;2,19%";
"23.1.2003;11.162;0,18%";
"23.1.2002;13.232;1,75%";
"23.1.2001;17.832;2,53%";
"23.1.1998;9.468;-2,48%";
"23.1.1997;7.891;0,93%";
"23.1.1996;4.985;1,86%";
"23.1.1995;3.758;-2,69%";
"22.12.2023;132.753;0,43%";
"22.12.2022;107.552;0,11%";
"22.12.2021;105.244;-0,24%";
"22.12.2020;116.636;0,7%";
"22.12.2017;75.187;0,07%";
"22.12.2016;57.255;-0,68%";
"22.12.2015;43.470;0,63%";
"22.12.2014;50.121;0,95%";
"22.12.2011;57.348;1,23%";
"22.12.2010;68.471;0,38%";
"22.12.2009;67.418;2,26%";
"22.12.2008;37.618;-3,87%";
"22.12.2006;43.356;-0,07%";
"22.12.2005;33.513;-0,01%";
"22.12.2004;25.723;-0,65%";
"22.12.2003;21.630;1,14%";
"22.12.2000;14.652;1,01%";
"22.12.1999;15.916;2,08%";
"22.12.1998;7.115;-1,19%";
"22.12.1997;9.494;3,88%";
"22.12.1995;4.343;2,14%";
"22.11.2023;126.035;0,33%";
"22.11.2022;109.037;-0,65%";
"22.11.2021;102.122;-0,89%";
"22.11.2019;108.692;1,11%";
"22.11.2018;87.477;0,24%";
"22.11.2017;74.519;-0,1%";
"22.11.2016;61.954;1,45%";
"22.11.2013;52.801;0,21%";
"22.11.2012;56.437;0,35%";
"22.11.2011;55.878;-0,72%";
"22.11.2010;69.632;-1,79%";
"22.11.2007;60.653;0,12%";
"22.11.2006;41.913;0,83%";
"22.11.2005;31.489;1,22%";
"22.11.2004;24.445;1,71%";
"22.11.2002;10.404;1,12%";
"22.11.2001;13.019;1,76%";
"22.11.2000;14.577;-1,4%";
"22.11.1999;13.436;-0,2%";
"22.11.1996;6.645;0,29%";
"22.11.1995;4.106;1,13%";
"22.10.2021;106.296;-1,34%";
"22.10.2020;101.918;1,36%";
"22.10.2019;107.381;1,28%";
"22.10.2018;85.597;1,64%";
"22.10.2015;47.772;1,59%";
"22.10.2014;52.411;-0,04%";
"22.10.2013;56.460;0,68%";
"22.10.2012;58.700;-0,38%";
"22.10.2010;69.530;-0,18%";
"22.10.2009;66.135;0,99%";
"22.10.2008;35.070;-10,18%";
"22.10.2007;61.215;0,53%";
"22.10.2004;22.735;-1,41%";
"22.10.2003;18.235;-1,16%";
"22.10.2002;9.331;2,22%";
"22.10.2001;11.700;3,25%";
"22.10.1999;11.461;1,84%";
"22.10.1998;7.603;3,44%";
"22.10.1997;12.956;-0,46%";
"22.10.1996;6.676;-1,81%";
"22.9.2023;116.009;-0,12%";
"22.9.2022;114.070;1,91%";
"22.9.2021;112.282;1,84%";
"22.9.2020;97.294;0,31%";
"22.9.2017;75.390;-0,28%";
"22.9.2016;58.994;1,03%";
"22.9.2015;46.265;-0,7%";
"22.9.2014;56.818;-1,68%";
"22.9.2011;53.280;-4,83%";
"22.9.2010;68.325;0,89%";
"22.9.2009;61.493;0,93%";
"22.9.2008;51.541;-2,85%";
"22.9.2006;34.799;-0,09%";
"22.9.2005;30.678;-0,52%";
"22.9.2004;22.749;-1,55%";
"22.9.2003;16.486;-2,17%";
"22.9.2000;16.353;1,28%";
"22.9.1999;11.531;0,72%";
"22.9.1998;6.560;1,71%";
"22.9.1997;11.698;0,41%";
"22.9.1995;4.674;-0,43%";
"22.8.2023;116.156;1,51%";
"22.8.2022;110.501;-0,89%";
"22.8.2019;100.011;-1,18%";
"22.8.2018;76.902;2,29%";
"22.8.2017;70.011;2%";
"22.8.2016;57.781;-2,23%";
"22.8.2014;58.407;-0,99%";
"22.8.2013;51.398;1,97%";
"22.8.2012;59.381;0,79%";
"22.8.2011;52.440;-0,02%";
"22.8.2008;55.850;-0,15%";
"22.8.2007;51.745;3,87%";
"22.8.2006;36.678;-1,3%";
"22.8.2005;27.261;2,32%";
"22.8.2003;14.613;-0,39%";
"22.8.2002;9.703;2,81%";
"22.8.2001;12.952;0,47%";
"22.8.2000;17.224;0,83%";
"22.8.1997;11.158;-0,2%";
"22.8.1996;6.249;-1,05%";
"22.8.1995;4.306;0,16%";
"22.7.2022;98.925;-0,11%";
"22.7.2021;126.147;0,17%";
"22.7.2020;104.290;-0,02%";
"22.7.2019;103.949;0,48%";
"22.7.2016;57.002;0,64%";
"22.7.2015;50.916;-1,08%";
"22.7.2014;57.983;0,61%";
"22.7.2013;48.574;2,48%";
"22.7.2011;60.270;0,01%";
"22.7.2010;65.748;1,97%";
"22.7.2009;53.073;-0,3%";
"22.7.2008;59.647;-1,85%";
"22.7.2005;25.391;-1,75%";
"22.7.2004;21.730;-0,37%";
"22.7.2003;13.835;1,16%";
"22.7.2002;9.892;-6,53%";
"22.7.1999;11.239;-0,57%";
"22.7.1998;10.912;-0,1%";
"22.7.1997;12.235;8,35%";
"22.7.1996;6.299;-1,76%";
"22.6.2023;118.934;-1,23%";
"22.6.2022;99.522;-0,16%";
"22.6.2021;128.767;-0,39%";
"22.6.2020;95.336;-1,28%";
"22.6.2018;70.641;0,81%";
"22.6.2017;61.272;0,84%";
"22.6.2016;50.156;-1,34%";
"22.6.2015;53.864;0,21%";
"22.6.2012;55.440;-0,12%";
"22.6.2011;61.194;-0,37%";
"22.6.2010;64.811;-0,03%";
"22.6.2009;49.495;-3,66%";
"22.6.2007;54.267;-0,71%";
"22.6.2006;34.317;-0,67%";
"22.6.2005;25.678;-0,17%";
"22.6.2004;20.199;-0,46%";
"22.6.2001;14.682;-0,95%";
"22.6.1999;11.974;-0,26%";
"22.6.1998;9.620;-0,69%";
"22.6.1995;3.599;-0,91%";
"22.5.2023;110.213;-0,48%";
"22.5.2020;82.173;-1,03%";
"22.5.2019;94.361;-0,13%";
"22.5.2018;82.739;1,13%";
"22.5.2017;61.673;-1,54%";
"22.5.2015;54.377;-1,33%";
"22.5.2014;52.806;1,16%";
"22.5.2013;56.429;0,29%";
"22.5.2012;55.039;-2,74%";
"22.5.2009;50.568;0,96%";
"22.5.2007;52.208;-0,41%";
"22.5.2006;36.497;-3,28%";
"22.5.2003;13.101;0,51%";
"22.5.2002;12.368;-2,62%";
"22.5.2001;14.829;-1,98%";
"22.5.2000;13.891;-3,04%";
"22.5.1998;10.240;-0,28%";
"22.5.1997;10.745;0,28%";
"22.5.1996;5.682;1,43%";
"22.5.1995;4.034;2,13%";
"22.4.2022;111.078;-2,86%";
"22.4.2021;119.371;-0,58%";
"22.4.2020;80.687;2,17%";
"22.4.2019;94.588;0,01%";
"22.4.2016;52.908;-1,35%";
"22.4.2015;54.617;1,59%";
"22.4.2014;51.977;-0,26%";
"22.4.2013;54.298;0,68%";
"22.4.2010;69.386;0,1%";
"22.4.2009;44.888;1,02%";
"22.4.2008;65.413;0,75%";
"22.4.2005;24.767;-1,18%";
"22.4.2004;21.142;0,3%";
"22.4.2003;12.452;0,46%";
"22.4.2002;13.224;-1,88%";
"22.4.1999;11.084;0,86%";
"22.4.1998;11.703;-2,7%";
"22.4.1997;9.474;0,55%";
"22.4.1996;5.080;0,08%";
"22.3.2023;100.221;-0,77%";
"22.3.2022;117.272;0,96%";
"22.3.2021;114.979;-1,07%";
"22.3.2019;93.735;-3,1%";
"22.3.2018;84.768;-0,25%";
"22.3.2017;63.521;0,86%";
"22.3.2016;51.010;-0,32%";
"22.3.2013;55.243;-0,6%";
"22.3.2012;65.828;-1,54%";
"22.3.2011;67.578;1,33%";
"22.3.2010;69.042;0,31%";
"22.3.2007;45.424;-0,45%";
"22.3.2006;37.851;1,21%";
"22.3.2005;26.618;-2,89%";
"22.3.2004;21.663;-2,69%";
"22.3.2002;13.312;-2,95%";
"22.3.2001;14.067;-5,29%";
"22.3.2000;18.314;-0,16%";
"22.3.1999;10.527;-2,85%";
"22.3.1996;5.051;1,43%";
"22.3.1995;3.004;-0,07%";
"22.2.2023;107.152;-1,85%";
"22.2.2022;112.892;1,04%";
"22.2.2021;112.668;-4,87%";
"22.2.2019;97.886;0,98%";
"22.2.2018;86.686;0,74%";
"22.2.2017;68.590;-0,67%";
"22.2.2016;43.235;4,07%";
"22.2.2013;56.697;0,97%";
"22.2.2012;66.093;-0,17%";
"22.2.2011;66.440;-1,22%";
"22.2.2010;67.184;-0,61%";
"22.2.2008;64.609;1,28%";
"22.2.2007;46.452;0,79%";
"22.2.2006;38.246;0,21%";
"22.2.2005;26.740;-0,42%";
"22.2.2002;13.563;0,24%";
"22.2.2001;15.910;2,03%";
"22.2.2000;17.489;-1,19%";
"22.2.1999;9.075;0,69%";
"22.2.1996;5.238;1,26%";
"22.2.1995;2.872;2,83%";
"22.1.2021;117.380;-0,8%";
"22.1.2020;118.391;1,17%";
"22.1.2019;95.103;-0,94%";
"22.1.2018;81.675;0,56%";
"22.1.2016;38.031;0,83%";
"22.1.2015;49.443;0,44%";
"22.1.2014;49.300;1,56%";
"22.1.2013;61.692;-0,34%";
"22.1.2010;66.220;-0,08%";
"22.1.2009;37.894;-1,68%";
"22.1.2008;56.097;4,45%";
"22.1.2007;43.553;0,29%";
"22.1.2004;22.969;-1,43%";
"22.1.2003;11.142;-2,56%";
"22.1.2002;13.004;-1,15%";
"22.1.2001;17.392;-0,79%";
"22.1.1999;7.190;-1,79%";
"22.1.1998;9.709;3,45%";
"22.1.1997;7.818;-1,1%";
"22.1.1996;4.894;-0,31%";
"21.12.2023;132.182;1,05%";
"21.12.2022;107.433;0,53%";
"21.12.2021;105.500;0,46%";
"21.12.2020;115.823;-1,86%";
"21.12.2018;85.697;0,5%";
"21.12.2017;75.133;2,41%";
"21.12.2016;57.647;0,11%";
"21.12.2015;43.200;-1,62%";
"21.12.2012;61.007;-0,44%";
"21.12.2011;56.653;-0,37%";
"21.12.2010;68.215;1,41%";
"21.12.2009;65.925;-1,3%";
"21.12.2007;63.098;2,24%";
"21.12.2006;43.385;-0,27%";
"21.12.2005;33.517;1,36%";
"21.12.2004;25.890;1,38%";
"21.12.2001;13.369;3,49%";
"21.12.2000;14.505;-0,8%";
"21.12.1999;15.592;3,19%";
"21.12.1998;7.201;6,18%";
"21.12.1995;4.252;1,09%";
"21.11.2023;125.626;-0,26%";
"21.11.2022;109.748;0,81%";
"21.11.2019;107.497;1,54%";
"21.11.2018;87.269;-0,72%";
"21.11.2017;74.595;1,58%";
"21.11.2016;61.070;1,85%";
"21.11.2014;56.084;5,02%";
"21.11.2013;52.688;-0,65%";
"21.11.2012;56.242;-0,37%";
"21.11.2011;56.285;-0,79%";
"21.11.2008;31.251;-6,45%";
"21.11.2007;60.582;-2,81%";
"21.11.2006;41.570;1,32%";
"21.11.2005;31.110;0,03%";
"21.11.2003;19.248;0,26%";
"21.11.2002;10.289;1,99%";
"21.11.2001;12.794;1,23%";
"21.11.2000;14.784;1,96%";
"21.11.1997;9.422;2,54%";
"21.11.1996;6.626;1,3%";
"21.11.1995;4.060;2,37%";
"21.10.2022;119.929;2,35%";
"21.10.2021;107.735;-2,75%";
"21.10.2020;100.552;0,01%";
"21.10.2019;106.022;1,23%";
"21.10.2016;64.108;0,42%";
"21.10.2015;47.026;-0,11%";
"21.10.2014;52.432;-3,45%";
"21.10.2013;56.077;1,26%";
"21.10.2011;55.255;2,31%";
"21.10.2010;69.652;-1,07%";
"21.10.2009;65.486;0,28%";
"21.10.2008;39.043;-1,01%";
"21.10.2005;29.176;2,94%";
"21.10.2004;23.059;0,81%";
"21.10.2003;18.449;0,43%";
"21.10.2002;9.128;1,17%";
"21.10.1999;11.254;-0,19%";
"21.10.1998;7.350;5,41%";
"21.10.1997;13.016;2,46%";
"21.10.1996;6.799;0,01%";
"21.9.2023;116.145;-2,15%";
"21.9.2022;111.936;-0,52%";
"21.9.2021;110.250;1,29%";
"21.9.2020;96.991;-1,32%";
"21.9.2018;79.444;1,7%";
"21.9.2017;75.604;-0,53%";
"21.9.2016;58.394;1,14%";
"21.9.2015;46.590;-1,43%";
"21.9.2012;61.320;-0,6%";
"21.9.2011;55.982;-0,7%";
"21.9.2010;67.719;-0,69%";
"21.9.2009;60.928;0,37%";
"21.9.2007;57.799;1,57%";
"21.9.2006;34.830;-1,04%";
"21.9.2005;30.837;2,59%";
"21.9.2004;23.106;0,12%";
"21.9.2001;10.419;-1,18%";
"21.9.2000;16.146;0,42%";
"21.9.1999;11.449;-1,18%";
"21.9.1998;6.450;-3,87%";
"21.9.1995;4.694;-1,74%";
"21.8.2023;114.429;-0,85%";
"21.8.2020;101.521;0,05%";
"21.8.2019;101.202;2%";
"21.8.2018;75.180;-1,5%";
"21.8.2017;68.635;-0,12%";
"21.8.2015;45.720;-1,99%";
"21.8.2014;58.992;0,19%";
"21.8.2013;50.405;-0,2%";
"21.8.2012;58.918;-0,62%";
"21.8.2009;57.729;1,58%";
"21.8.2008;55.935;1,01%";
"21.8.2007;49.815;1,24%";
"21.8.2006;37.161;-1,04%";
"21.8.2003;14.670;1,4%";
"21.8.2002;9.438;1,89%";
"21.8.2001;12.892;-1,7%";
"21.8.2000;17.083;-1,33%";
"21.8.1998;7.764;-2,85%";
"21.8.1997;11.180;3,05%";
"21.8.1996;6.315;-0,35%";
"21.8.1995;4.299;1,51%";
"21.7.2023;120.217;1,81%";
"21.7.2022;99.033;0,76%";
"21.7.2021;125.929;0,42%";
"21.7.2020;104.310;-0,11%";
"21.7.2017;64.684;-0,39%";
"21.7.2016;56.641;0,11%";
"21.7.2015;51.474;-0,24%";
"21.7.2014;57.634;1,09%";
"21.7.2011;60.263;1,93%";
"21.7.2010;64.477;0,02%";
"21.7.2009;53.234;0,15%";
"21.7.2008;60.772;1,31%";
"21.7.2006;35.510;-0,94%";
"21.7.2005;25.842;0,53%";
"21.7.2004;21.810;-2,46%";
"21.7.2003;13.676;-0,86%";
"21.7.2000;17.318;0,66%";
"21.7.1999;11.303;0,26%";
"21.7.1998;10.923;-1,07%";
"21.7.1997;11.292;0,98%";
"21.7.1995;3.862;-1,95%";
"21.6.2023;120.420;0,67%";
"21.6.2022;99.685;-0,17%";
"21.6.2021;129.265;0,67%";
"21.6.2019;102.013;1,7%";
"21.6.2018;70.075;-2,84%";
"21.6.2017;60.762;-0,01%";
"21.6.2016;50.838;1,01%";
"21.6.2013;47.056;-2,4%";
"21.6.2012;55.505;-2,91%";
"21.6.2011;61.424;0,42%";
"21.6.2010;64.829;0,61%";
"21.6.2007;54.657;1,16%";
"21.6.2006;34.547;2,72%";
"21.6.2005;25.722;-1,24%";
"21.6.2004;20.293;-0,2%";
"21.6.2002;10.398;-4,68%";
"21.6.2001;14.823;1,73%";
"21.6.2000;17.254;2,43%";
"21.6.1999;12.005;1,08%";
"21.6.1996;6.053;3,95%";
"21.6.1995;3.632;1,54%";
"21.5.2021;122.592;-0,09%";
"21.5.2020;83.027;2,1%";
"21.5.2019;94.485;2,76%";
"21.5.2018;81.815;-1,52%";
"21.5.2015;55.112;0,38%";
"21.5.2014;52.203;-0,31%";
"21.5.2013;56.265;1,01%";
"21.5.2012;56.590;3,81%";
"21.5.2010;60.259;3,55%";
"21.5.2009;50.087;-2,26%";
"21.5.2008;72.295;-1,66%";
"21.5.2007;52.423;0,66%";
"21.5.2004;18.285;0,25%";
"21.5.2003;13.034;2,27%";
"21.5.2002;12.701;0,26%";
"21.5.2001;15.128;1,64%";
"21.5.1999;11.728;-2,98%";
"21.5.1998;10.269;-1,34%";
"21.5.1997;10.715;0,7%";
"21.5.1996;5.602;-0,95%";
"21.3.2023;100.998;0,07%";
"21.3.2022;116.155;0,73%";
"21.3.2019;96.729;-1,34%";
"21.3.2018;84.977;0,97%";
"21.3.2017;62.980;-2,93%";
"21.3.2016;51.172;0,7%";
"21.3.2014;47.381;0,22%";
"21.3.2013;55.577;-0,81%";
"21.3.2012;66.860;-0,65%";
"21.3.2011;66.690;-0,28%";
"21.3.2007;45.631;2,89%";
"21.3.2006;37.398;-2,11%";
"21.3.2005;27.411;-0,66%";
