Data,Último,Var%
19.11.1998,8.318,"-2,68%"
18.11.1998,8.547,"2,61%"
17.11.1998,8.330,"4,07%"
16.11.1998,8.004,"5,11%"
13.11.1998,7.615,"1,93%"
12.11.1998,7.471,"-3,76%"
11.11.1998,7.763,"-2,96%"
10.11.1998,8.000,"-2,94%"
09.11.1998,8.242,"0,34%"
06.11.1998,8.214,"1,50%"
05.11.1998,8.093,"5,71%"
04.11.1998,7.656,"1,96%"
03.11.1998,7.509,"6,56%"
30.10.1998,7.047,"7,79%"
29.10.1998,6.538,"-4,23%"
28.10.1998,6.827,"-0,61%"
27.10.1998,6.869,"-1,48%"
26.10.1998,6.972,"-4,13%"
23.10.1998,7.272,"-4,35%"
22.10.1998,7.603,"3,44%"
21.10.1998,7.350,"5,41%"
20.10.1998,6.973,"1,88%"
19.10.1998,6.844,"2,04%"
16.10.1998,6.707,"-2,43%"
15.10.1998,6.874,"6,66%"
14.10.1998,6.445,"-2,61%"
13.10.1998,6.618,"1,38%"
09.10.1998,6.528,"5,72%"
08.10.1998,6.175,"0,29%"
07.10.1998,6.157,"-2,83%"
06.10.1998,6.336,"3,48%"
05.10.1998,6.123,"-4,48%"
02.10.1998,6.410,"7,55%"
01.10.1998,5.960,"-9,60%"
30.09.1998,6.593,"-4,02%"
29.09.1998,6.869,"0,62%"
28.09.1998,6.827,"1,71%"
25.09.1998,6.712,"-1,93%"
24.09.1998,6.844,"-5,99%"
23.09.1998,7.280,"10,98%"
22.09.1998,6.560,"1,71%"
21.09.1998,6.450,"-3,87%"
18.09.1998,6.710,"4,32%"
17.09.1998,6.432,"-4,85%"
16.09.1998,6.760,"-2,10%"
15.09.1998,6.905,"18,68%"
14.09.1998,5.818,"7,78%"
11.09.1998,5.398,"13,38%"
10.09.1998,4.761,"-15,81%"
09.09.1998,5.655,"-2,80%"
08.09.1998,5.818,"-0,33%"
04.09.1998,5.837,"-6,14%"
03.09.1998,6.219,"-8,61%"
02.09.1998,6.805,"-1,62%"
01.09.1998,6.917,"6,88%"
31.08.1998,6.472,"-4,06%"
28.08.1998,6.746,"1,95%"
27.08.1998,6.617,"-9,95%"
26.08.1998,7.348,"-3,92%"
25.08.1998,7.648,"-0,09%"
24.08.1998,7.655,"-1,40%"
21.08.1998,7.764,"-2,85%"
20.08.1998,7.992,"-6,44%"
19.08.1998,8.542,"-1,17%"
18.08.1998,8.643,"0,38%"
17.08.1998,8.610,"-1,53%"
14.08.1998,8.744,"0,38%"
13.08.1998,8.711,"3,49%"
12.08.1998,8.417,"-4,37%"
11.08.1998,8.802,"-4,14%"
10.08.1998,9.182,"-1,47%"
07.08.1998,9.319,"-3,83%"
06.08.1998,9.690,"-1,40%"
05.08.1998,9.828,"-0,31%"
04.08.1998,9.859,"-5,32%"
03.08.1998,10.413,"-2,75%"
31.07.1998,10.707,"-2,12%"
30.07.1998,10.939,"3,77%"
29.07.1998,10.542,"2,17%"
28.07.1998,10.318,"-2,33%"
27.07.1998,10.564,"-0,10%"
24.07.1998,10.575,"-0,61%"
23.07.1998,10.640,"-2,49%"
22.07.1998,10.912,"-0,10%"
21.07.1998,10.923,"-1,07%"
20.07.1998,11.041,"-0,14%"
17.07.1998,11.057,"1,37%"
16.07.1998,10.908,"2,43%"
15.07.1998,10.649,"0,07%"
14.07.1998,10.642,"2,13%"
13.07.1998,10.420,"0,90%"
10.07.1998,10.327,"-0,09%"
08.07.1998,10.336,"1,28%"
07.07.1998,10.205,"1,87%"
06.07.1998,10.018,"-0,97%"
03.07.1998,10.116,"2,17%"
02.07.1998,9.901,"-0,14%"
01.07.1998,9.915,"2,45%"
30.06.1998,9.678,"0,77%"
29.06.1998,9.604,"1,48%"
26.06.1998,9.464,"-0,66%"
25.06.1998,9.527,"-3,19%"
24.06.1998,9.841,"-0,97%"
23.06.1998,9.937,"3,30%"
22.06.1998,9.620,"-0,69%"
19.06.1998,9.687,"1,55%"
18.06.1998,9.539,"-3,62%"
17.06.1998,9.897,"7,01%"
16.06.1998,9.249,"1,93%"
15.06.1998,9.074,"-5,33%"
12.06.1998,9.585,"-2,87%"
10.06.1998,9.868,"-4,84%"
09.06.1998,10.370,"-1,61%"
08.06.1998,10.540,"1,64%"
05.06.1998,10.370,"1,76%"
04.06.1998,10.191,"3,40%"
03.06.1998,9.856,"-2,90%"
02.06.1998,10.150,"5,67%"
01.06.1998,9.605,"-2,46%"
29.05.1998,9.847,"-3,00%"
28.05.1998,10.152,"4,14%"
27.05.1998,9.748,"3,31%"
26.05.1998,9.436,"-5,78%"
25.05.1998,10.015,"-2,20%"
22.05.1998,10.240,"-0,28%"
21.05.1998,10.269,"-1,34%"
20.05.1998,10.408,"0,63%"
19.05.1998,10.343,"1,35%"
18.05.1998,10.205,"-6,43%"
15.05.1998,10.906,"1,60%"
14.05.1998,10.734,"-0,42%"
13.05.1998,10.779,"-0,18%"
12.05.1998,10.798,"-1,68%"
11.05.1998,10.983,"-2,11%"
08.05.1998,11.220,"1,42%"
07.05.1998,11.063,"-0,91%"
06.05.1998,11.165,"-3,38%"
05.05.1998,11.555,"0,42%"
04.05.1998,11.507,"-1,46%"
30.04.1998,11.677,"1,29%"
29.04.1998,11.528,"1,33%"
28.04.1998,11.377,"2,89%"
27.04.1998,11.057,"-5,72%"
24.04.1998,11.728,"1,35%"
23.04.1998,11.572,"-1,12%"
22.04.1998,11.703,"-2,70%"
20.04.1998,12.028,"-0,67%"
17.04.1998,12.109,"0,15%"
16.04.1998,12.091,"-1,69%"
15.04.1998,12.299,"0,24%"
14.04.1998,12.270,"1,23%"
13.04.1998,12.121,"1,22%"
08.04.1998,11.975,"1,08%"
07.04.1998,11.847,"-0,85%"
06.04.1998,11.948,"2,70%"
03.04.1998,11.634,"-1,89%"
02.04.1998,11.858,"0,18%"
01.04.1998,11.837,"-0,92%"
31.03.1998,11.947,"1,68%"
30.03.1998,11.750,"-1,26%"
27.03.1998,11.900,"-0,38%"
26.03.1998,11.945,"1,61%"
25.03.1998,11.756,"-1,25%"
24.03.1998,11.905,"-1,10%"
23.03.1998,12.038,"1,00%"
20.03.1998,11.919,"0,74%"
19.03.1998,11.832,"-0,52%"
18.03.1998,11.894,"0,73%"
17.03.1998,11.808,"1,78%"
16.03.1998,11.601,"0,30%"
13.03.1998,11.566,"1,85%"
12.03.1998,11.356,"1,19%"
11.03.1998,11.223,"0,38%"
10.03.1998,11.181,"0,13%"
09.03.1998,11.167,"0,07%"
06.03.1998,11.159,"1,93%"
05.03.1998,10.948,"0,45%"
04.03.1998,10.899,"-0,37%"
03.03.1998,10.939,"0,87%"
02.03.1998,10.845,"2,59%"
27.02.1998,10.571,"0,13%"
26.02.1998,10.557,"0,10%"
25.02.1998,10.546,"2,20%"
20.02.1998,10.319,"0,81%"
19.02.1998,10.236,"-0,83%"
18.02.1998,10.322,"-0,94%"
17.02.1998,10.420,"1,83%"
16.02.1998,10.233,"-1,52%"
13.02.1998,10.391,"0,40%"
12.02.1998,10.350,"-1,29%"
11.02.1998,10.485,"2,01%"
10.02.1998,10.278,"0,37%"
09.02.1998,10.240,"2,29%"
06.02.1998,10.011,"0,63%"
05.02.1998,9.948,"-0,23%"
04.02.1998,9.971,"-0,84%"
03.02.1998,10.055,"0,82%"
02.02.1998,9.973,"2,60%"
30.01.1998,9.720,"-0,67%"
29.01.1998,9.786,"0,13%"
28.01.1998,9.773,"1,26%"
27.01.1998,9.651,"1,45%"
26.01.1998,9.513,"0,48%"
23.01.1998,9.468,"-2,48%"
22.01.1998,9.709,"3,45%"
21.01.1998,9.385,"-1,91%"
20.01.1998,9.568,"-1,90%"
19.01.1998,9.753,"3,23%"
16.01.1998,9.448,"3,37%"
15.01.1998,9.140,"-2,24%"
14.01.1998,9.349,"-0,70%"
13.01.1998,9.415,"2,04%"
12.01.1998,9.227,"1,20%"
09.01.1998,9.118,"-5,58%"
08.01.1998,9.657,"-2,25%"
07.01.1998,9.879,"-3,00%"
06.01.1998,10.185,"-3,98%"
05.01.1998,10.607,"1,21%"
02.01.1998,10.480,"2,78%"
30.12.1997,10.197,"1,44%"
29.12.1997,10.052,"2,62%"
26.12.1997,9.795,"2,52%"
23.12.1997,9.554,"0,63%"
22.12.1997,9.494,"3,88%"
19.12.1997,9.139,"-3,63%"
18.12.1997,9.483,"-3,76%"
17.12.1997,9.854,"1,14%"
16.12.1997,9.743,"2,01%"
15.12.1997,9.551,"4,42%"
12.12.1997,9.147,"0,43%"
11.12.1997,9.108,"-3,73%"
10.12.1997,9.461,"-3,85%"
09.12.1997,9.840,"-2,37%"
08.12.1997,10.079,"-0,01%"
05.12.1997,10.080,"0,34%"
04.12.1997,10.046,"0,54%"
03.12.1997,9.992,"0,28%"
02.12.1997,9.964,"3,28%"
01.12.1997,9.648,"2,69%"
28.11.1997,9.395,"-2,33%"
27.11.1997,9.619,"2,62%"
26.11.1997,9.373,"2,43%"
25.11.1997,9.151,"0,89%"
24.11.1997,9.070,"-3,74%"
21.11.1997,9.422,"2,54%"
20.11.1997,9.189,"-1,53%"
19.11.1997,9.332,"3,37%"
18.11.1997,9.028,"-0,59%"
17.11.1997,9.082,"4,02%"
14.11.1997,8.731,"8,16%"
13.11.1997,8.072,"3,20%"
12.11.1997,7.822,"-10,21%"
11.11.1997,8.711,"-3,28%"
10.11.1997,9.006,"1,97%"
07.11.1997,8.832,"-6,39%"
06.11.1997,9.435,"-5,54%"
05.11.1997,9.988,"-2,59%"
04.11.1997,10.254,"4,02%"
03.11.1997,9.858,"9,70%"
31.10.1997,8.986,"1,48%"
30.10.1997,8.855,"-9,81%"
29.10.1997,9.818,"-6,02%"
28.10.1997,10.447,"6,42%"
27.10.1997,9.817,"-14,97%"
24.10.1997,11.545,"-2,98%"
23.10.1997,11.899,"-8,16%"
22.10.1997,12.956,"-0,46%"
21.10.1997,13.016,"2,46%"
20.10.1997,12.704,"1,73%"
17.10.1997,12.488,"-0,72%"
16.10.1997,12.578,"-1,96%"
15.10.1997,12.830,"-0,50%"
14.10.1997,12.895,"1,55%"
13.10.1997,12.698,"-0,31%"
10.10.1997,12.737,"0,42%"
09.10.1997,12.684,"2,02%"
08.10.1997,12.433,"-0,38%"
07.10.1997,12.481,"-1,63%"
06.10.1997,12.688,"1,17%"
03.10.1997,12.541,"1,16%"
02.10.1997,12.397,"1,84%"
01.10.1997,12.173,"3,19%"
30.09.1997,11.797,"1,58%"
29.09.1997,11.614,"0,69%"
26.09.1997,11.534,"1,31%"
25.09.1997,11.385,"-0,84%"
24.09.1997,11.482,"-0,30%"
23.09.1997,11.516,"-1,56%"
22.09.1997,11.698,"0,41%"
19.09.1997,11.650,"-0,55%"
18.09.1997,11.714,"1,65%"
17.09.1997,11.524,"2,86%"
16.09.1997,11.204,"3,12%"
15.09.1997,10.865,"-3,78%"
12.09.1997,11.292,"1,78%"
11.09.1997,11.094,"-2,35%"
10.09.1997,11.361,"-3,19%"
09.09.1997,11.735,"0,43%"
08.09.1997,11.685,"-1,29%"
05.09.1997,11.838,"3,56%"
04.09.1997,11.431,"2,81%"
03.09.1997,11.119,"0,51%"
02.09.1997,11.063,"9,44%"
01.09.1997,10.109,"-4,71%"
29.08.1997,10.609,"-5,84%"
28.08.1997,11.267,"-3,86%"
27.08.1997,11.719,"0,80%"
26.08.1997,11.626,"1,79%"
25.08.1997,11.422,"2,37%"
22.08.1997,11.158,"-0,20%"
21.08.1997,11.180,"3,05%"
20.08.1997,10.849,"-3,23%"
19.08.1997,11.211,"-1,12%"
18.08.1997,11.338,"0,03%"
15.08.1997,11.335,"-4,79%"
14.08.1997,11.905,"0,46%"
13.08.1997,11.851,"0,35%"
12.08.1997,11.810,"-1,16%"
11.08.1997,11.949,"-1,48%"
08.08.1997,12.129,"-1,57%"
07.08.1997,12.323,"-1,60%"
06.08.1997,12.523,"5,16%"
05.08.1997,11.909,"-0,90%"
04.08.1997,12.017,"-1,97%"
01.08.1997,12.259,"-4,76%"
31.07.1997,12.872,"-1,13%"
30.07.1997,13.019,"-0,19%"
29.07.1997,13.044,"0,82%"
28.07.1997,12.938,"3,31%"
25.07.1997,12.523,"-0,01%"
24.07.1997,12.524,"0,78%"
23.07.1997,12.427,"1,57%"
22.07.1997,12.235,"8,35%"
21.07.1997,11.292,"0,98%"
18.07.1997,11.182,"-4,66%"
17.07.1997,11.728,"-7,22%"
16.07.1997,12.640,"8,81%"
15.07.1997,11.617,"-8,51%"
14.07.1997,12.698,"-3,46%"
11.07.1997,13.153,"-3,35%"
10.07.1997,13.609,"-0,06%"
08.07.1997,13.617,"0,85%"
07.07.1997,13.502,"0,06%"
04.07.1997,13.494,"1,57%"
03.07.1997,13.285,"0,19%"
02.07.1997,13.260,"1,98%"
01.07.1997,13.002,"3,45%"
30.06.1997,12.568,"-1,48%"
27.06.1997,12.757,"-0,91%"
26.06.1997,12.874,"-1,37%"
25.06.1997,13.053,"3,70%"
24.06.1997,12.587,"2,84%"
23.06.1997,12.239,"0,97%"
20.06.1997,12.121,"-0,69%"
19.06.1997,12.205,"-0,01%"
18.06.1997,12.206,"0,72%"
17.06.1997,12.119,"1,38%"
16.06.1997,11.954,"1,07%"
13.06.1997,11.828,"-0,20%"
12.06.1997,11.852,"3,15%"
11.06.1997,11.490,"0,53%"
10.06.1997,11.429,"0,29%"
09.06.1997,11.396,"0,55%"
06.06.1997,11.334,"2,05%"
05.06.1997,11.106,"0,69%"
04.06.1997,11.030,"-0,72%"
03.06.1997,11.110,"-2,21%"
02.06.1997,11.361,"0,14%"
30.05.1997,11.345,"0,39%"
28.05.1997,11.301,"1,51%"
27.05.1997,11.133,"1,57%"
26.05.1997,10.961,"1,83%"
23.05.1997,10.764,"0,18%"
22.05.1997,10.745,"0,28%"
21.05.1997,10.715,"0,70%"
20.05.1997,10.641,"1,28%"
19.05.1997,10.506,"0,07%"
16.05.1997,10.499,"1,40%"
15.05.1997,10.354,"0,69%"
14.05.1997,10.283,"-3,43%"
13.05.1997,10.648,"-0,31%"
12.05.1997,10.681,"1,80%"
09.05.1997,10.492,"0,53%"
08.05.1997,10.437,"2,52%"
07.05.1997,10.180,"-0,38%"
06.05.1997,10.219,"2,25%"
05.05.1997,9.994,"-0,79%"
02.05.1997,10.074,"0,92%"
30.04.1997,9.982,"1,26%"
29.04.1997,9.858,"0,98%"
28.04.1997,9.762,"0,31%"
25.04.1997,9.732,"0,24%"
24.04.1997,9.709,"0,78%"
23.04.1997,9.634,"1,69%"
22.04.1997,9.474,"0,55%"
18.04.1997,9.422,"0,03%"
17.04.1997,9.419,"-1,54%"
16.04.1997,9.566,"0,80%"
15.04.1997,9.490,"0,36%"
14.04.1997,9.456,"-0,65%"
11.04.1997,9.518,"-2,21%"
10.04.1997,9.733,"-0,88%"
09.04.1997,9.819,"0,83%"
08.04.1997,9.738,"-1,01%"
07.04.1997,9.837,"1,36%"
04.04.1997,9.705,"4,33%"
03.04.1997,9.302,"0,70%"
02.04.1997,9.237,"1,08%"
01.04.1997,9.138,"1,04%"
31.03.1997,9.044,"-2,46%"
26.03.1997,9.272,"-1,15%"
25.03.1997,9.380,"0,56%"
24.03.1997,9.328,"0,28%"
21.03.1997,9.302,"-0,01%"
20.03.1997,9.303,"2,37%"
19.03.1997,9.088,"-0,92%"
18.03.1997,9.172,"-0,98%"
17.03.1997,9.263,"-2,48%"
14.03.1997,9.499,"1,99%"
13.03.1997,9.314,"-0,03%"
12.03.1997,9.317,"-2,59%"
11.03.1997,9.565,"1,55%"
10.03.1997,9.419,"2,59%"
07.03.1997,9.181,"0,60%"
06.03.1997,9.126,"0,57%"
05.03.1997,9.074,"1,26%"
04.03.1997,8.961,"-0,19%"
03.03.1997,8.978,"1,69%"
28.02.1997,8.829,"0,59%"
27.02.1997,8.777,"-1,69%"
26.02.1997,8.928,"-2,42%"
25.02.1997,9.149,"2,12%"
24.02.1997,8.959,"2,74%"
21.02.1997,8.720,"0,21%"
20.02.1997,8.702,"-0,79%"
19.02.1997,8.771,"-2,00%"
18.02.1997,8.950,"1,52%"
17.02.1997,8.816,"1,33%"
14.02.1997,8.700,"-0,74%"
13.02.1997,8.765,"1,08%"
12.02.1997,8.671,"4,26%"
07.02.1997,8.317,"2,07%"
06.02.1997,8.148,"-0,28%"
05.02.1997,8.171,"0,85%"
04.02.1997,8.102,"0,07%"
03.02.1997,8.096,"1,64%"
31.01.1997,7.965,"2,26%"
30.01.1997,7.789,"0,67%"
29.01.1997,7.737,"-1,44%"
28.01.1997,7.850,"1,17%"
27.01.1997,7.759,"-0,01%"
24.01.1997,7.760,"-1,66%"
23.01.1997,7.891,"0,93%"
22.01.1997,7.818,"-1,10%"
21.01.1997,7.905,"0,89%"
20.01.1997,7.835,"0,24%"
17.01.1997,7.816,"2,09%"
16.01.1997,7.656,"-0,16%"
15.01.1997,7.668,"0,62%"
14.01.1997,7.621,"2,82%"
13.01.1997,7.412,"-0,88%"
10.01.1997,7.478,"0,32%"
09.01.1997,7.454,"0,36%"
08.01.1997,7.427,"1,77%"
07.01.1997,7.298,"1,93%"
06.01.1997,7.160,"2,31%"
03.01.1997,6.998,"0,60%"
02.01.1997,6.956,"-1,19%"
30.12.1996,7.040,"0,47%"
27.12.1996,7.007,"0,70%"
26.12.1996,6.958,"0,65%"
23.12.1996,6.913,"-0,42%"
20.12.1996,6.942,"0,73%"
19.12.1996,6.892,"-0,26%"
18.12.1996,6.910,"1,84%"
17.12.1996,6.785,"1,97%"
16.12.1996,6.654,"-0,39%"
13.12.1996,6.680,"0,33%"
12.12.1996,6.658,"-0,30%"
11.12.1996,6.678,"-2,60%"
10.12.1996,6.856,"0,29%"
09.12.1996,6.836,"-0,54%"
06.12.1996,6.873,"-1,07%"
05.12.1996,6.947,"2,19%"
04.12.1996,6.798,"-0,57%"
03.12.1996,6.837,"1,50%"
02.12.1996,6.736,"1,05%"
29.11.1996,6.666,"0,32%"
28.11.1996,6.645,"0,80%"
27.11.1996,6.592,"-0,60%"
26.11.1996,6.632,"-0,26%"
25.11.1996,6.649,"0,06%"
22.11.1996,6.645,"0,29%"
21.11.1996,6.626,"1,30%"
20.11.1996,6.541,"-0,24%"
19.11.1996,6.557,"0,02%"
18.11.1996,6.556,"0,51%"
14.11.1996,6.523,"-0,73%"
13.11.1996,6.571,"0,74%"
12.11.1996,6.523,"-0,91%"
11.11.1996,6.583,"0,35%"
08.11.1996,6.560,"-1,60%"
07.11.1996,6.667,"-0,57%"
06.11.1996,6.705,"0,10%"
05.11.1996,6.698,"0,60%"
04.11.1996,6.658,"0,26%"
01.11.1996,6.641,"1,65%"
31.10.1996,6.533,"-0,15%"
30.10.1996,6.543,"-0,11%"
29.10.1996,6.550,"2,33%"
28.10.1996,6.401,"-1,57%"
25.10.1996,6.503,"-1,31%"
24.10.1996,6.589,"-0,90%"
23.10.1996,6.649,"-0,40%"
22.10.1996,6.676,"-1,81%"
21.10.1996,6.799,"0,01%"
18.10.1996,6.798,"0,47%"
17.10.1996,6.766,"0,48%"
16.10.1996,6.734,"-0,16%"
15.10.1996,6.745,"1,72%"
14.10.1996,6.631,"0,33%"
11.10.1996,6.609,"-0,27%"
10.10.1996,6.627,"-0,06%"
09.10.1996,6.631,"-0,32%"
08.10.1996,6.652,"0,59%"
07.10.1996,6.613,"-0,21%"
04.10.1996,6.627,"0,32%"
02.10.1996,6.606,"1,29%"
01.10.1996,6.522,"1,16%"
30.09.1996,6.447,"-0,19%"
27.09.1996,6.459,"-1,18%"
26.09.1996,6.536,"0,34%"
25.09.1996,6.514,"-0,66%"
24.09.1996,6.557,"0,08%"
23.09.1996,6.552,"-0,55%"
20.09.1996,6.588,"0,43%"
19.09.1996,6.560,"1,08%"
18.09.1996,6.490,"-0,34%"
17.09.1996,6.512,"-0,34%"
16.09.1996,6.534,"1,08%"
13.09.1996,6.464,"1,14%"
12.09.1996,6.391,"0,52%"
11.09.1996,6.358,"-0,90%"
10.09.1996,6.416,"0,52%"
09.09.1996,6.383,"0,76%"
06.09.1996,6.335,"1,30%"
05.09.1996,6.254,"-0,37%"
04.09.1996,6.277,"0,11%"
03.09.1996,6.270,"0,61%"
02.09.1996,6.232,"-0,43%"
30.08.1996,6.259,"-0,18%"
29.08.1996,6.270,"-0,40%"
28.08.1996,6.295,"2,76%"
27.08.1996,6.126,"1,63%"
26.08.1996,6.028,"-2,82%"
23.08.1996,6.203,"-0,74%"
22.08.1996,6.249,"-1,05%"
21.08.1996,6.315,"-0,35%"
20.08.1996,6.337,"0,72%"
19.08.1996,6.292,"-0,96%"
16.08.1996,6.353,"0,08%"
15.08.1996,6.348,"1,94%"
14.08.1996,6.227,"-0,02%"
13.08.1996,6.228,"-1,21%"
12.08.1996,6.304,"1,30%"
09.08.1996,6.223,"-0,54%"
08.08.1996,6.257,"1,49%"
07.08.1996,6.165,"0,55%"
06.08.1996,6.131,"-1,81%"
05.08.1996,6.244,"-1,89%"
02.08.1996,6.364,"1,39%"
01.08.1996,6.277,"2,52%"
31.07.1996,6.123,"-0,33%"
30.07.1996,6.143,"3,96%"
29.07.1996,5.909,"-0,99%"
26.07.1996,5.968,"-2,10%"
25.07.1996,6.096,"0,74%"
24.07.1996,6.051,"-2,76%"
23.07.1996,6.223,"-1,21%"
22.07.1996,6.299,"-1,76%"
19.07.1996,6.412,"3,60%"
18.07.1996,6.189,"-0,42%"
17.07.1996,6.215,"-1,24%"
16.07.1996,6.293,"-2,18%"
15.07.1996,6.433,"-3,29%"
12.07.1996,6.652,"2,21%"
11.07.1996,6.508,"0,98%"
10.07.1996,6.445,"-0,66%"
09.07.1996,6.488,"2,35%"
08.07.1996,6.339,"0,84%"
05.07.1996,6.286,"-2,27%"
04.07.1996,6.432,"1,20%"
03.07.1996,6.356,"1,76%"
02.07.1996,6.246,"1,46%"
01.07.1996,6.156,"1,85%"
28.06.1996,6.044,"-2,23%"
27.06.1996,6.182,"-0,72%"
26.06.1996,6.227,"2,38%"
25.06.1996,6.082,"-1,93%"
24.06.1996,6.202,"2,46%"
21.06.1996,6.053,"3,95%"
20.06.1996,5.823,"0,10%"
19.06.1996,5.817,"-0,31%"
18.06.1996,5.835,"0,52%"
17.06.1996,5.805,"3,02%"
14.06.1996,5.635,"2,38%"
13.06.1996,5.504,"-0,51%"
12.06.1996,5.532,"2,20%"
11.06.1996,5.413,"-0,81%"
10.06.1996,5.457,"-1,32%"
07.06.1996,5.530,"-0,68%"
05.06.1996,5.568,"-0,55%"
04.06.1996,5.599,"-0,64%"
03.06.1996,5.635,"-1,62%"
31.05.1996,5.728,"0,70%"
30.05.1996,5.688,"1,10%"
29.05.1996,5.626,"-1,49%"
28.05.1996,5.711,"1,47%"
27.05.1996,5.628,"0,48%"
24.05.1996,5.601,"1,27%"
23.05.1996,5.531,"-2,66%"
22.05.1996,5.682,"1,43%"
21.05.1996,5.602,"-0,95%"
20.05.1996,5.656,"1,73%"
17.05.1996,5.560,"1,53%"
16.05.1996,5.476,"0,62%"
15.05.1996,5.442,"0,26%"
14.05.1996,5.428,"-0,95%"
13.05.1996,5.480,"2,51%"
10.05.1996,5.346,"-0,78%"
09.05.1996,5.388,"0,52%"
08.05.1996,5.360,"1,44%"
07.05.1996,5.284,"2,54%"
06.05.1996,5.153,"1,00%"
03.05.1996,5.102,"-0,86%"
02.05.1996,5.146,"-0,35%"
30.04.1996,5.164,"0,29%"
29.04.1996,5.149,"0,12%"
26.04.1996,5.143,"0,41%"
25.04.1996,5.122,"1,49%"
24.04.1996,5.047,"-0,30%"
23.04.1996,5.062,"-0,35%"
22.04.1996,5.080,"0,08%"
19.04.1996,5.076,"1,48%"
18.04.1996,5.002,"-0,04%"
17.04.1996,5.004,"0,30%"
16.04.1996,4.989,"-0,66%"
15.04.1996,5.022,"0,12%"
12.04.1996,5.016,"2,68%"
11.04.1996,4.885,"-0,10%"
10.04.1996,4.890,"0,49%"
09.04.1996,4.866,"0,25%"
08.04.1996,4.854,"-2,49%"
03.04.1996,4.978,"-0,16%"
02.04.1996,4.986,"-0,46%"
01.04.1996,5.009,"1,09%"
29.03.1996,4.955,"-0,50%"
28.03.1996,4.980,"-1,19%"
27.03.1996,5.040,"1,16%"
26.03.1996,4.982,"-0,99%"
25.03.1996,5.032,"-0,38%"
22.03.1996,5.051,"1,43%"
21.03.1996,4.980,"2,30%"
20.03.1996,4.868,"0,33%"
19.03.1996,4.852,"-0,72%"
18.03.1996,4.887,"0,72%"
15.03.1996,4.852,"0,23%"
14.03.1996,4.841,"0,73%"
13.03.1996,4.806,"1,41%"
12.03.1996,4.739,"-0,69%"
11.03.1996,4.772,"1,06%"
08.03.1996,4.722,"-0,71%"
07.03.1996,4.756,"-4,40%"
06.03.1996,4.975,"-4,29%"
05.03.1996,5.198,"0,87%"
04.03.1996,5.153,"1,38%"
01.03.1996,5.083,"2,52%"
29.02.1996,4.958,"-4,64%"
28.02.1996,5.199,"0,12%"
27.02.1996,5.193,"-0,99%"
26.02.1996,5.245,"-0,55%"
23.02.1996,5.274,"0,69%"
22.02.1996,5.238,"1,26%"
16.02.1996,5.173,"-1,92%"
15.02.1996,5.274,"-1,07%"
14.02.1996,5.331,"-1,02%"
13.02.1996,5.386,"0,88%"
12.02.1996,5.339,"0,64%"
09.02.1996,5.305,"-0,34%"
08.02.1996,5.323,"0,76%"
07.02.1996,5.283,"-1,33%"
06.02.1996,5.354,"0,39%"
05.02.1996,5.333,"-1,44%"
02.02.1996,5.411,"2,70%"
01.02.1996,5.269,"2,27%"
31.01.1996,5.152,"0,37%"
30.01.1996,5.133,"4,01%"
29.01.1996,4.935,"0,55%"
26.01.1996,4.908,"-0,75%"
24.01.1996,4.945,"-0,80%"
23.01.1996,4.985,"1,86%"
22.01.1996,4.894,"-0,31%"
19.01.1996,4.909,"1,55%"
18.01.1996,4.834,"-0,04%"
17.01.1996,4.836,"-0,23%"
16.01.1996,4.847,"-0,98%"
15.01.1996,4.895,"0,99%"
12.01.1996,4.847,"2,06%"
11.01.1996,4.749,"2,75%"
10.01.1996,4.622,"-0,69%"
09.01.1996,4.654,"-1,84%"
08.01.1996,4.741,"1,00%"
05.01.1996,4.694,"0,21%"
04.01.1996,4.684,"0,06%"
03.01.1996,4.681,"6,63%"
02.01.1996,4.390,"2,12%"
28.12.1995,4.299,"-1,08%"
27.12.1995,4.346,"-0,41%"
26.12.1995,4.364,"0,48%"
22.12.1995,4.343,"2,14%"
21.12.1995,4.252,"1,09%"
20.12.1995,4.206,"4,24%"
19.12.1995,4.035,"-0,52%"
18.12.1995,4.056,"-2,48%"
15.12.1995,4.159,"-0,57%"
14.12.1995,4.183,"-4,28%"
13.12.1995,4.370,"0,09%"
12.12.1995,4.366,"1,39%"
11.12.1995,4.306,"0,16%"
08.12.1995,4.299,"-0,46%"
07.12.1995,4.319,"0,35%"
06.12.1995,4.304,"0,54%"
05.12.1995,4.281,"-1,22%"
04.12.1995,4.334,"-0,28%"
01.12.1995,4.346,"-0,75%"
30.11.1995,4.379,"4,71%"
29.11.1995,4.182,"3,26%"
28.11.1995,4.050,"-1,34%"
27.11.1995,4.105,"0,56%"
24.11.1995,4.082,"-2,60%"
23.11.1995,4.191,"2,07%"
22.11.1995,4.106,"1,13%"
21.11.1995,4.060,"2,37%"
20.11.1995,3.966,"-2,41%"
17.11.1995,4.064,"1,50%"
16.11.1995,4.004,"5,45%"
14.11.1995,3.797,"0,26%"
13.11.1995,3.787,"-4,32%"
10.11.1995,3.958,"-3,77%"
09.11.1995,4.113,"-0,10%"
08.11.1995,4.117,"0,15%"
07.11.1995,4.111,"0,42%"
06.11.1995,4.094,"-1,56%"
03.11.1995,4.159,"1,44%"
01.11.1995,4.100,"-0,68%"
31.10.1995,4.128,"1,45%"
30.10.1995,4.069,"-1,74%"
27.10.1995,4.141,"2,00%"
